id,type,status,title,current_link,slug,url_path,parent_title,page_template,published_date,modified_date,categories,tags,all_wordpress_groupings,primary_structure_group
82,post,publish,"shatter me series reading order — tahereh mafi (complete guide)",https://bybookishbabe.com/shatter-me-series-reading-order-tahereh-mafi-complete-guide/,shatter-me-series-reading-order-tahereh-mafi-complete-guide,/shatter-me-series-reading-order-tahereh-mafi-complete-guide/,,,"2026-05-16 20:28:01","2026-05-16 20:28:01","curated romance guides",,"Categories: curated romance guides","Category: curated romance guides"
83,post,publish,"society of villains series reading order — l.j. shen (bad bishop & twisted pawn)",https://bybookishbabe.com/society-of-villains-series-reading-order-lj-shen/,society-of-villains-series-reading-order-lj-shen,/society-of-villains-series-reading-order-lj-shen/,,,"2026-05-16 20:28:02","2026-05-16 20:28:02","curated romance guides",,"Categories: curated romance guides","Category: curated romance guides"
112,post,publish,"spicy romantasy books that are actually worth it",https://bybookishbabe.com/spicy-romantasy-books-that-are-actually-worth-it/,spicy-romantasy-books-that-are-actually-worth-it,/spicy-romantasy-books-that-are-actually-worth-it/,,,"2026-05-19 22:56:50","2026-05-19 22:56:50","curated romance guides",,"Categories: curated romance guides","Category: curated romance guides"
96,post,publish,"the best dark romance books (the ultimate list)",https://bybookishbabe.com/the-ultimate-dark-romance-reading-guide/,the-ultimate-dark-romance-reading-guide,/the-ultimate-dark-romance-reading-guide/,,,"2026-05-19 22:56:47","2026-05-19 22:56:47","curated romance guides",,"Categories: curated romance guides","Category: curated romance guides"
80,post,publish,"the best hockey romance books — ranked by spice",https://bybookishbabe.com/the-best-hockey-romance-books/,the-best-hockey-romance-books,/the-best-hockey-romance-books/,,,"2026-05-16 20:28:01","2026-05-16 20:28:01","curated romance guides",,"Categories: curated romance guides","Category: curated romance guides"
81,post,publish,"the best mafia romance books — ranked by spice",https://bybookishbabe.com/the-best-mafia-romance-books/,the-best-mafia-romance-books,/the-best-mafia-romance-books/,,,"2026-05-16 20:28:01","2026-05-16 20:28:01","curated romance guides",,"Categories: curated romance guides","Category: curated romance guides"
128,post,publish,"the best morally gray men romance books (dark romance that will ruin you)",https://bybookishbabe.com/the-best-dark-romance-books-with-morally-gray-men-that-will-ruin-you/,the-best-dark-romance-books-with-morally-gray-men-that-will-ruin-you,/the-best-dark-romance-books-with-morally-gray-men-that-will-ruin-you/,,,"2026-05-19 22:57:09","2026-05-19 22:57:09","curated romance guides",,"Categories: curated romance guides","Category: curated romance guides"
97,post,publish,"the best romantasy books (the ultimate reading guide)",https://bybookishbabe.com/the-ultimate-romantasy-reading-guide/,the-ultimate-romantasy-reading-guide,/the-ultimate-romantasy-reading-guide/,,,"2026-05-19 22:56:46","2026-05-19 22:56:46","curated romance guides",,"Categories: curated romance guides","Category: curated romance guides"
121,post,publish,"the best slow burn romance books (worth the wait)",https://bybookishbabe.com/the-best-slow-burn-romance-books-worth-the-wait/,the-best-slow-burn-romance-books-worth-the-wait,/the-best-slow-burn-romance-books-worth-the-wait/,,,"2026-05-19 22:57:07","2026-05-19 22:57:07","curated romance guides",,"Categories: curated romance guides","Category: curated romance guides"
124,post,publish,"the best sports romance books — booktok favorites and underrated reads",https://bybookishbabe.com/best-sports-romance-books/,best-sports-romance-books,/best-sports-romance-books/,,,"2026-05-19 22:57:08","2026-05-19 22:57:08","curated romance guides",,"Categories: curated romance guides","Category: curated romance guides"
95,post,publish,"the best sports romance books (the ultimate reading guide)",https://bybookishbabe.com/the-ultimate-sports-romance-reading-guide/,the-ultimate-sports-romance-reading-guide,/the-ultimate-sports-romance-reading-guide/,,,"2026-05-19 22:56:46","2026-05-19 22:56:46","curated romance guides",,"Categories: curated romance guides","Category: curated romance guides"
110,post,publish,"touch her and die romance books (where he would burn the world for her)",https://bybookishbabe.com/touch-her-and-die-books-where-he-would-burn-the-world-for-her/,touch-her-and-die-books-where-he-would-burn-the-world-for-her,/touch-her-and-die-books-where-he-would-burn-the-world-for-her/,,,"2026-05-19 22:56:49","2026-05-19 22:56:49","curated romance guides",,"Categories: curated romance guides","Category: curated romance guides"
78,post,publish,"touch her and die romance books: the ultimate trope guide",https://bybookishbabe.com/touch-her-and-die-romance-books/,touch-her-and-die-romance-books,/touch-her-and-die-romance-books/,,,"2026-05-16 20:28:00","2026-05-16 20:28:00","curated romance guides",,"Categories: curated romance guides","Category: curated romance guides"
93,post,publish,"twisted pawn review — spice level, tropes, and is it worth it",https://bybookishbabe.com/twisted-pawn-review-spice-level-tropes-and-is-it-worth-it/,twisted-pawn-review-spice-level-tropes-and-is-it-worth-it,/twisted-pawn-review-spice-level-tropes-and-is-it-worth-it/,,,"2026-05-16 20:28:04","2026-05-16 20:28:04","curated romance guides",,"Categories: curated romance guides","Category: curated romance guides"
79,post,publish,"when we had forever — shaylin gandhi (spice level, tropes & should you read it)",https://bybookishbabe.com/when-we-had-forever-review/,when-we-had-forever-review,/when-we-had-forever-review/,,,"2026-05-16 20:28:01","2026-05-16 20:28:01","curated romance guides",,"Categories: curated romance guides","Category: curated romance guides"
123,post,publish,"windy city series reading order — liz tomforde (all 5 books)",https://bybookishbabe.com/windy-city-series-reading-order-liz-tomforde-sports-romance-guide/,windy-city-series-reading-order-liz-tomforde-sports-romance-guide,/windy-city-series-reading-order-liz-tomforde-sports-romance-guide/,,,"2026-05-19 22:57:07","2026-05-19 22:57:07","curated romance guides",,"Categories: curated romance guides","Category: curated romance guides"
87,post,publish,"wrath of an exile review — monty jay (spice level, tropes & should you read it)",https://bybookishbabe.com/wrath-of-an-exile-review-monty-jay-spice-level-tropes-should-you-read-it/,wrath-of-an-exile-review-monty-jay-spice-level-tropes-should-you-read-it,/wrath-of-an-exile-review-monty-jay-spice-level-tropes-should-you-read-it/,,,"2026-05-16 20:28:03","2026-05-16 20:28:03","curated romance guides",,"Categories: curated romance guides","Category: curated romance guides"
